Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
60,0.763214664,-0.381489695,B,,327,2.301733667,0.511165422,-0.510088869,6.082247002,1,X,0,Category1,Option2,,9.605771367,No,,
52,0.773337504,1.009635653,,,,0.21083256,1.445416546,-0.033270975,,3,X,0,Category1,Option3,,10.65638968,Yes,High,
25,0.705120337,0.014963551,A,0,,0.58682697,12.36494227,2.586158223,,1,Z,0,Category1,Option3,11.24836936,7.642850274,Yes,High,cat
,0.257209649,2.06665955,A,0,217,2.336789027,2.536930503,0.033969381,2.037557301,11,Y,1,Category1,Option1,12.20883312,13.85792386,Yes,Low,
,0.92648191,-0.732554125,C,0,776,0.114650729,1.997317684,-0.502819305,,4,X,0,Category1,Option1,,14.35012297,Yes,Medium,
,0.046114093,0.114375713,C,,,1.145300162,1.920888706,-0.45802705,4.963993356,1,X,0,Category2,Option1,10.28345572,6.326084693,No,Low,some other
91,0.971035372,-0.272156391,,0,,1.730368032,7.77397989,1.123991685,,11,X,0,Category1,Option1,,9.56850472,No,Low,dog
,0.531795486,-2.663108718,C,,,0.095063664,10.61614219,-0.17151451,4.064754842,1,X,0,Category1,Option1,9.183827356,6.75815133,Yes,,dog
56,0.652713596,1.819893255,,0,,0.522394059,2.409448549,1.204491354,,4,Y,1,Category3,Option1,11.93568681,8.841742126,Yes,High,dog
56,0.831704629,0.922641639,B,,478,0.470184642,3.304260777,0.92646831,5.176234402,1,X,0,Category1,Option1,7.953830671,14.82017162,Yes,Medium,cat
,0.162548393,-0.077023484,A,1,,0.883086011,7.736681028,-0.977516373,,3,X,1,Category1,Option2,10.56740668,12.86327023,Yes,Low,
45,0.896543491,0.666255099,B,0,539,0.228454404,0.625049784,1.178897515,,2,Z,0,Category2,Option3,8.867594713,13.933386,No,Medium,cat
,0.009476823,0.217497035,A,0,249,0.656081598,2.274093069,-1.300863271,,2,X,0,Category1,Option3,,7.53234182,Yes,Medium,
,0.929773666,1.11946337,,1,,0.912823315,3.137329283,0.655866908,,1,X,2,Category1,Option3,,12.49361387,No,Low,cat
5,0.411407318,-1.140687475,,0,495,4.38105564,1.420903152,2.629414794,7.779563367,2,X,0,Category1,Option2,9.425332073,11.89918079,Yes,Medium,cat
65,0.995433597,-1.161484148,,,732,0.260230194,1.677266362,-0.185911926,,5,Z,0,Category3,Option3,14.07717928,10.11649593,Yes,High,dog
,0.327946398,-0.121918438,B,0,182.8536484,0.353677372,4.562098832,-1.070627478,,1,X,1,Category1,Option2,,10.99616865,No,High,cat
,0.665982834,-0.672131541,A,,458,0.24948356,16.11357279,0.217966904,,1,X,1,Category1,Option4,9.461919157,12.36871468,Yes,High,some other
1,0.84918021,0.930967838,,0,,1.231476058,0.893740881,-0.838868839,,8,Y,0,Category2,Option1,7.745568985,12.48749699,Yes,Medium,
,0.292618752,0.029640834,B,0,1309.827068,1.096537877,2.708507025,1.849280411,6.050687051,5,X,1,Category1,Option4,,5.271417627,Yes,Medium,cat
98,0.024025742,-0.403382962,D,0,,1.472959616,0.688151244,-0.191467289,,12,Y,0,Category3,Option4,12.83522099,7.456515355,Yes,Low,cat
14,0.03312733,0.322275039,A,0,641,0.356234989,6.748952616,0.184206248,,12,Y,0,Category1,Option2,13.13331301,10.68060627,Yes,Low,cat
30,0.199508091,0.639251573,C,0,985.1105689,1.06558071,1.417275612,-2.092594242,3.966502905,3,Y,0,Category3,Option3,,12.27240683,Yes,Medium,cat
9,0.213543079,-1.435902742,,,262,0.623605201,1.666749789,0.987743476,,7,X,0,Category1,Option2,10.98297341,8.678793284,Yes,High,
,0.804295208,0.612500053,A,0,,1.323204248,5.247836376,-0.127174681,,20,Y,1,Category1,Option3,10.04534239,11.86877563,Yes,High,
27,0.220413906,-0.694440429,,0,,2.03989792,0.768347935,-0.33821376,,10,Y,0,Category1,Option2,10.12809292,6.219872277,Yes,Low,
7,0.355279644,-1.109319299,,0,217,1.841417067,3.823051969,-2.594575658,,4,Z,1,Category1,Option4,11.19474327,9.152462942,Yes,Low,
76,0.046574736,0.530850455,C,0,,0.457425892,2.99028382,-0.700698455,6.296654497,3,X,2,Category1,Option4,11.8328571,11.45217013,Yes,High,cat
,0.306162877,-0.634135595,,0,654,0.477986115,12.454593,3.356533362,,5,Y,1,Category2,Option3,,5.707837481,No,Medium,
36,0.079812393,0.228466858,A,0,,0.384865123,3.559631369,2.289566961,,8,X,0,Category1,Option1,11.46112071,11.45117788,Yes,Medium,
,0.284672771,-0.635379574,,,,0.225131018,11.46642207,-2.225284139,4.935158504,5,Y,1,Category2,Option4,,13.2136432,Yes,High,cat
,-0.379738839,0.144059525,,0,-69.39639254,0.070875968,10.61003954,4.262356081,7.990825901,14,X,1,Category3,Option1,,7.03172698,Yes,Low,dog
,0.262776898,0.190225104,A,1,926,1.219642002,0.402466055,0.520952563,,22,X,0,Category1,Option1,11.84969299,6.363964727,Yes,Low,cat
87,0.625391573,1.578274637,,0,146,1.853082952,,0.788228903,,8,X,1,Category1,Option4,9.902120001,12.45795511,Yes,Low,cat
,0.653323758,-0.086910915,C,0,2,1.594291416,7.586628169,4.556805016,,20,X,1,Category3,Option4,,9.041912101,Yes,,dog
20,0.577441696,0.411370822,,,,0.377528105,3.800211178,-1.31129362,2.954223141,1,X,0,Category1,Option3,15.8926625,8.445745645,Yes,High,dog
13,0.447240134,-2.880257343,D,,247,0.065731115,3.243823394,-0.713405303,,4,Z,1,Category1,Option2,8.185725602,9.583228686,Yes,High,cat
40,0.262267452,0.53080866,D,,,2.964674311,7.5039671,-2.800020062,,5,Z,0,Category2,Option2,,13.4382161,No,Medium,cat
,0.1470853,0.234465188,,0,,1.87257683,1.254898201,0.622111377,,9,Y,1,Category1,Option4,7.36800287,10.75591085,Yes,Medium,cat
,0.46093376,-1.093890502,D,0,864,1.47721233,1.714344871,-0.339660669,,7,Y,0,Category3,Option2,,14.52617749,No,Medium,cat
65,0.615198878,-0.390463202,,,16,1.31289212,6.300519404,1.16171805,,2,Y,2,Category1,Option1,8.701180545,5.298509686,Yes,Low,
,0.114685515,1.02431867,A,,,1.574983582,1.381080176,1.106685568,,11,X,0,Category2,Option2,12.28038801,6.497892948,Yes,Low,dog
58,0.215008288,1.79427773,,,,0.811903036,2.664640093,0.023995933,,7,Y,1,Category1,Option2,9.066807455,13.28176176,Yes,Medium,cat
73,0.179101461,2.893661909,C,0,741,0.62395739,2.165473608,-0.886840341,,2,Z,0,Category3,Option1,,7.885646973,Yes,,
,0.230306767,-1.291628089,,0,40,0.897579164,7.968909393,1.001024002,,1,X,1,Category3,Option1,12.88471159,7.200079595,No,Medium,cat
17,0.116594762,1.461694634,,0,995,0.972290643,6.900798359,-2.127623661,4.998081154,2,X,0,Category1,Option3,8.384293613,13.76784361,Yes,High,
,0.420910034,0.214045834,B,,,0.134472467,3.729982899,1.377613738,2.033402694,2,Z,1,Category1,Option3,,11.99140925,No,Low,cat
,0.32071262,0.993363499,,1,47,2.224155637,3.185207034,-1.919575344,,8,Y,2,Category1,Option2,,10.0306187,Yes,High,cat
87,0.608988328,-1.396365172,B,1,97,0.03282372,3.133460142,-1.282466747,,4,X,1,Category2,Option3,8.326462878,11.94878964,Yes,Medium,
57,0.90379224,-1.224120778,,0,,1.233878115,6.937529393,2.288511204,,3,Y,1,Category2,Option4,10.66864466,11.21093939,Yes,High,dog
,0.598238999,0.080568452,A,0,,1.103538074,4.415117266,-0.42251941,,6,Y,0,Category1,Option3,,10.90463301,Yes,High,dog
,0.181016116,1.577213728,,,141,0.148769574,5.098577817,-0.583441478,7.974301494,8,Z,1,Category3,Option3,,8.739153636,No,High,
13,0.111384996,-0.249239478,A,0,232,1.130627624,1.934037496,0.851843085,2.984832361,3,X,0,Category1,Option3,11.60106015,5.413216303,Yes,High,
31,0.654534629,-1.231178346,B,0,292,0.21379726,1.448041565,-5.263222372,,1,Y,0,Category1,Option3,10.74991129,7.86765179,Yes,Medium,cat
21,0.819823422,-0.812740868,D,0,350,1.614584568,7.996815965,-0.005004622,,3,Y,0,Category1,Option3,,6.046396854,Yes,Low,dog
,0.322138383,0.473439273,A,0,427,2.40374861,0.740667499,-0.509913975,5.104965119,8,Y,0,Category1,Option1,12.3242861,6.490328535,Yes,High,cat
,0.510442054,-0.884499275,D,,593,3.812734357,14.72901836,0.096759907,,8,Y,0,Category1,Option4,,9.219279908,Yes,High,
96,0.786582174,0.008598101,D,,,3.331819488,1.47151952,-3.856078927,,1,Y,0,Category1,Option4,12.55561148,13.74625806,Yes,High,
43,0.946232156,0.277022743,D,,1195.164305,0.997195557,1.041619627,0.956436332,5.009638042,2,X,0,Category1,Option2,,14.66492966,Yes,Low,
,0.696596812,1.105636557,,0,,2.380894909,5.100978331,-0.125171218,,1,Y,2,Category1,Option4,8.407624795,14.61923878,Yes,Low,
,0.508930671,-1.708095644,,1,28,5.115484104,1.327779542,0.670638107,4.919129123,7,X,0,Category2,Option4,,13.07682957,No,High,
34,0.726412626,0.490871457,B,0,876,0.661829931,5.309560787,2.128244245,7.981326445,1,Z,1,Category2,Option3,7.631877648,12.39690293,Yes,Medium,cat
,0.872370856,-1.066857605,,,,0.618602465,2.918454064,-0.850744601,4.976771258,16,X,0,Category2,Option1,12.59944748,7.483548123,Yes,High,cat
46,0.494576161,-1.387792676,B,,826,0.900513275,0.991680109,-4.81306725,,2,X,0,Category3,Option4,,13.59189985,Yes,Low,
90,0.855877691,-0.516574871,C,0,,1.05929478,2.483612757,2.163362152,,2,Z,1,Category2,Option4,,13.76793775,Yes,High,
17,0.012696939,-1.296986497,B,0,,0.370542002,2.670287659,-0.787537183,2.901149712,5,X,0,Category2,Option3,11.46637684,5.246517128,Yes,Medium,
,0.630081118,1.253397741,A,0,892,0.996663245,6.477438888,1.348803562,4.081992425,1,X,1,Category1,Option2,10.34007048,14.86629823,Yes,,cat
,0.986909205,0.838395425,C,,710,1.847449931,0.474357604,0.929251003,,2,Z,0,Category1,Option4,,14.62655845,Yes,High,cat
,0.293648348,-1.915704471,B,,983,0.086759989,12.39137703,0.697062172,6.990200648,10,Z,0,Category1,Option2,13.07054356,7.243950843,Yes,Low,dog
39,0.723158946,-0.888598022,D,0,895,0.156217708,3.54864806,0.684536282,,5,X,0,Category1,Option3,4.350664143,7.402271528,Yes,High,dog
48,0.224441002,0.830353665,,1,,0.087109492,2.650920543,0.257395476,,1,Y,0,Category2,Option1,9.955216648,7.848855158,Yes,High,dog
,0.973065737,-0.341721214,,0,796,0.754427543,4.0727406,1.982306581,6.078421847,2,Y,0,Category1,Option3,12.2552301,9.384321905,Yes,,dog
,0.444101985,0.504934731,,,,0.449805853,7.151277815,-2.003546072,4.053561072,2,Y,1,Category1,Option2,,13.9863598,Yes,High,dog
64,0.371265194,-0.342091176,,,-183.2883485,0.892528643,3.403779918,-0.143788881,6.873316672,1,X,0,Category1,Option3,9.849094934,14.50087613,Yes,Medium,cat
60,0.507249313,-0.189059793,B,0,511,0.672357893,,0.364852777,,5,Z,0,Category1,Option4,,12.00580709,No,High,cat
,0.080772941,-0.242311121,B,0,757,0.109059538,4.132277876,-1.1840356,4.975025288,12,Z,0,Category1,Option3,,11.38391794,Yes,Low,cat
,0.79698723,-0.450544654,A,,745,0.863478757,0.713744082,2.374755963,,2,X,0,Category1,Option1,10.40338433,6.495037251,No,High,some other
,0.242479469,0.876169103,D,0,768,1.371013889,9.631090319,-1.161228777,7.973712221,9,Y,0,Category2,Option2,9.690752942,7.853469215,Yes,Low,
79,0.279150595,0.8924468,,,,1.739154706,3.361807815,-1.844154737,,2,X,0,Category1,Option2,,14.00697667,No,Medium,dog
38,0.030432665,0.848521699,D,,836,1.013910601,5.198852251,-4.840896524,,8,X,0,Category1,Option2,11.39492782,11.0986972,Yes,Low,cat
86,0.555114711,-0.112841185,A,,483,2.233856563,3.914468608,3.601299023,,5,X,0,Category1,Option1,,12.27025527,Yes,High,
48,0.537590314,-1.001515694,C,0,,0.506389089,3.453974564,-1.146066967,,4,Y,0,Category1,Option4,,12.31728002,No,High,some other
,0.184070747,2.299033764,A,1,,1.139971704,3.515338777,-0.69215309,,4,X,0,Category1,Option1,11.03124935,10.47151927,Yes,Low,
37,0.723950444,-2.539908789,,1,237,1.131757203,6.801340153,6.040657165,,4,Y,0,Category3,Option3,,8.275025956,Yes,High,
66,1.192944462,-0.071172258,,0,-538.050211,0.860529173,5.155899708,-2.247979935,6.052380048,9,Z,0,Category2,Option1,8.574675854,6.528528036,Yes,High,
,0.784315366,1.34825103,C,,,0.622802589,2.401668851,-2.314526246,,2,Z,0,Category1,Option1,9.352725472,8.768083124,Yes,Medium,
,0.993717759,1.003746561,,0,,0.645959097,6.545165702,-0.865690733,,1,Z,0,Category1,Option1,9.26928215,7.670281145,Yes,,dog
46,0.160092951,0.9593728,D,0,914,0.761446369,7.739428129,1.032688122,,3,Y,2,Category1,Option3,,13.21956356,Yes,Low,cat
93,0.314731761,-1.483765726,C,,,0.70359375,4.811756355,0.738807819,,1,Z,0,Category1,Option3,8.785051975,8.476508197,Yes,Low,dog
,0.2924002,0.347510128,,,,3.375438236,3.695021509,0.76361148,3.111413354,5,Y,0,Category1,Option1,12.74576488,8.380461659,Yes,Low,cat
52,0.545792598,-1.776587618,C,1,375,0.256485571,,-0.142006554,5.888194587,7,Y,1,Category1,Option3,,11.11297941,No,High,cat
,0.100075242,-1.379531559,A,,87,0.199843948,1.707866981,-2.297913098,,3,Z,1,Category2,Option1,,14.18059059,No,High,
19,0.501044799,-1.251203791,D,,37,0.417281997,0.692077626,0.162129739,6.012140822,3,Z,1,Category1,Option2,7.553548969,12.59548256,Yes,High,
56,0.897282823,-0.699145925,D,0,,3.731798458,0.453684308,1.120044507,,6,Z,0,Category1,Option2,,8.200273231,Yes,Low,
22,0.44661598,0.719052234,D,0,997,0.76799169,2.362076182,-1.032346534,4.995832529,1,X,1,Category1,Option4,,6.189144267,Yes,Medium,
,0.67553343,0.340760076,,0,934,1.26287988,1.971367644,-0.425336933,,1,X,0,Category1,Option4,10.15236635,6.395519977,Yes,High,cat
60,0.829872722,0.718017366,,,48,1.038810435,0.977737981,0.495858683,,9,Z,0,Category1,Option2,11.29407352,14.39384868,Yes,Medium,dog
34,0.666998103,0.284324778,A,0,478,0.141743008,5.721396599,0.070311452,,7,Y,0,Category1,Option1,10.73299761,5.575384516,Yes,Medium,
,0.310991102,-0.50191436,D,0,944,1.568402907,6.216048808,-0.213139441,,5,Y,1,Category1,Option2,10.61061662,10.18792911,Yes,Low,dog
54,0.326786157,1.422197432,D,0,,0.581716348,3.532876704,-0.720100188,,1,Y,2,Category1,Option2,11.45051321,13.15551945,No,Low,dog
,0.66249848,-0.205442347,B,0,837,0.8794799,5.525886402,1.526790758,3.965393975,1,Y,0,Category3,Option1,,10.83702104,Yes,High,
,0.167751959,-1.852061568,,1,,0.681312554,0.301110146,-4.009079533,,1,Z,0,Category1,Option2,,12.38525799,No,Medium,
,0.043567069,1.586007336,C,0,402,0.193329668,0.792799269,0.000212374,4.000140651,1,X,0,Category1,Option4,,13.37676692,Yes,Low,cat
,0.024987943,-0.890979985,,0,19,0.371544734,4.27031435,0.053719236,6.797648635,2,Y,1,Category1,Option1,12.17193926,7.883049032,No,High,
34,0.364424531,-0.44084945,A,,743,0.129549357,0.788622635,-1.705966909,7.108859674,5,Z,1,Category1,Option3,13.70941833,14.80658482,No,Low,
,0.758860217,1.473774057,,0,28,0.749008125,0.259811563,0.907462971,1.990317229,9,Y,0,Category2,Option1,11.81718016,14.30438269,Yes,High,some other
65,0.728919272,-0.295756405,,0,265,1.626090495,4.613092621,2.805728647,8.053417372,3,Z,0,Category1,Option1,5.276461755,10.78478849,Yes,Medium,cat
54,0.446283406,0.254225331,B,,334,1.379172388,3.163369062,-3.016756371,,2,Z,0,Category1,Option1,9.297811655,5.834553039,Yes,High,some other
,0.285003718,-0.414160624,B,,704,0.667711048,2.548935203,-0.383782766,5.997888582,2,Z,1,Category2,Option2,14.27214186,10.08152866,Yes,High,dog
,0.050920973,-0.539643678,D,,,0.119325269,3.73808174,-4.433472563,3.960219084,5,X,0,Category2,Option1,7.415380814,7.391794544,Yes,Low,dog
,0.014298952,0.681089792,,0,,0.16802118,2.56765755,1.308243065,,12,Z,0,Category1,Option3,11.37270716,8.288253921,Yes,Low,cat
,0.012119255,0.445386306,A,0,,1.014769262,1.939996122,-3.028591265,,11,X,0,Category1,Option2,11.56532096,13.79735434,Yes,Medium,dog
,0.569710676,-1.518590436,A,,435,0.774991669,3.468033284,0.817586832,,1,X,0,Category1,Option3,,8.608758492,No,High,some other
17,0.900755134,1.054762694,,,,3.070842311,2.511521004,-0.890174398,5.135898532,2,X,1,Category2,Option3,10.94336541,5.168656757,Yes,High,
31,0.855064292,-0.377909558,B,,459,0.567350471,11.26446393,1.077363983,,2,X,2,Category1,Option3,8.479384207,13.54150559,Yes,Low,dog
21,0.176520011,-1.065297704,C,0,,0.712824825,8.25182617,0.626106165,6.870600071,6,X,0,Category1,Option4,,10.26848373,Yes,High,dog
,0.341224416,0.586185237,A,,,0.179283756,3.408656727,1.372408937,1.099710662,1,Z,0,Category3,Option2,,8.003809535,No,High,some other
,0.238266327,0.412877714,B,,716,0.132714202,4.562222025,0.29140331,2.931868513,22,X,1,Category1,Option4,8.936969741,13.83952064,No,Medium,cat
69,0.270197886,-0.776778451,B,0,1387.401236,0.774409613,1.456464226,-2.081059545,,2,X,0,Category1,Option1,13.0070664,8.441136753,Yes,Low,cat
47,0.360695566,0.370761899,B,,,0.156490935,3.090263879,-0.24316403,,5,Y,0,Category2,Option4,11.91076105,11.96200508,Yes,High,some other
38,0.474190246,0.49290034,,,65,0.990605059,2.209364729,0.912582048,2.953645811,2,X,1,Category2,Option3,11.44900744,14.66216898,No,Low,
,0.981921378,0.241202258,B,0,,0.975639921,1.969100075,-0.095162258,7.135994287,13,X,1,Category1,Option1,10.9579837,8.009608621,Yes,High,cat
,0.072225548,-1.124917522,,,-538.7629101,0.320181629,2.902835493,-2.871368376,4.10604477,2,Z,0,Category1,Option4,11.35471984,6.380148862,Yes,Low,some other
92,0.91679634,-0.538295248,D,,,0.078967795,8.989888564,-1.122911645,,11,Z,0,Category2,Option1,,8.50053517,Yes,Medium,cat
,0.00571865,-0.266780151,B,,78,2.580750475,1.775518733,-1.122210755,5.036218707,2,Y,0,Category1,Option1,8.10306498,8.18208329,Yes,High,
37,0.518523428,-0.440589175,B,0,,2.461690292,4.335370051,0.574528472,,2,Z,0,Category1,Option3,11.41771567,5.172885398,Yes,,cat
,0.865272105,-1.676844969,,,,0.062881453,3.718690308,0.512792644,6.049426281,3,X,0,Category3,Option4,7.956958304,13.58017726,Yes,Medium,
,0.715120016,0.612555778,A,0,353,0.141905445,3.363083606,0.595030374,,1,Y,0,Category3,Option1,10.80492802,8.784564171,Yes,Low,
,0.302892441,-0.625896046,B,,,1.771807504,4.829253075,-0.619207063,0.820669337,2,Y,1,Category1,Option1,9.837247218,13.97929003,Yes,High,dog
21,0.688929439,-0.721689191,A,0,860,1.599284195,3.884501152,-0.184740289,,13,Z,0,Category1,Option3,,8.843380706,Yes,High,dog
,0.557262813,0.783739382,,,999,0.838514182,4.434853858,1.270952509,,3,Y,1,Category1,Option1,,11.53084431,Yes,,
57,0.709740514,-0.749449572,D,,17,0.078748966,6.331991212,0.97813176,6.905500339,1,X,0,Category1,Option1,,11.3075205,No,High,
,0.475130979,1.204537712,A,,258,1.931180627,5.099221941,-0.034038388,4.121321976,8,Z,0,Category3,Option2,7.687600829,13.3281965,Yes,Low,dog
66,1.115527833,0.81020502,D,,-68.20402878,0.269675865,4.243970396,2.265345951,3.143186316,1,Z,0,Category1,Option4,,5.866597972,Yes,High,
,0.993604137,2.026978333,A,0,407,1.903207998,3.172963417,-0.937427693,6.955403005,1,Y,1,Category1,Option3,11.46100189,7.982206346,Yes,Low,cat
47,0.981886633,-1.362743125,,0,804,0.536497866,1.589435111,-1.249193552,6.012648709,2,Y,1,Category1,Option2,11.59773754,9.910174054,Yes,Medium,cat
,0.511338533,0.228473121,D,0,,1.891058628,3.707222875,-0.55304342,,2,X,1,Category1,Option2,,10.37844326,Yes,High,
33,0.827888927,-0.060156228,,,847,0.042853607,2.731486133,1.513587543,,2,X,0,Category1,Option1,9.22097915,10.56330917,Yes,,dog
99,0.941834558,-1.249557862,,,,0.397432657,1.313112434,-0.332609585,,7,X,1,Category1,Option4,,7.522264629,Yes,Low,dog
,0.878009029,-0.520474193,,0,,0.668046454,7.087344078,-1.128938401,,2,Y,0,Category1,Option1,7.537456902,6.094393891,Yes,High,cat
,-0.123127619,0.072181062,,0,685.659768,2.372837942,3.718624413,1.55182692,3.784741042,3,Y,0,Category1,Option2,13.67576152,8.794182246,No,Low,cat
,0.995662588,-0.277009484,C,0,,0.182711545,3.523727987,-0.951754307,5.008929446,3,X,0,Category2,Option3,9.870409772,11.20658335,Yes,,dog
,0.289295263,-0.298164119,,0,,0.147363231,3.516158023,0.424691406,0.993796222,3,Y,0,Category1,Option1,,5.199820042,Yes,Medium,
,0.963071185,0.58611761,B,,191,0.232105429,12.67999069,-1.386793345,,4,X,2,Category2,Option2,,8.077936072,Yes,High,dog
,1.493798754,0.001997695,,0,1042.960374,0.093510861,4.182622864,0.448610683,,1,Z,0,Category1,Option3,,14.394991,No,High,cat
,0.575705067,0.607796069,,0,,0.263037527,8.893364712,2.876915542,,2,Y,0,Category1,Option2,8.985723455,11.51265155,Yes,Medium,
,0.068943608,0.104881927,D,0,252,0.171602921,5.463714675,0.299725748,,9,Y,2,Category1,Option3,,6.433145194,Yes,High,
,0.878930088,-0.633201745,A,,287,1.461847066,4.845846717,3.163800522,6.043300104,4,Z,0,Category1,Option2,12.51478818,13.84606246,No,Low,cat
,0.602028565,-0.704110312,,0,277,0.672718738,11.83346482,-6.755610566,,1,Z,0,Category1,Option3,6.853683591,10.74962217,Yes,Medium,cat
,0.397973166,-1.959908955,A,,520,1.195136562,2.174419241,-0.703066298,6.914791316,4,Y,1,Category3,Option1,,7.125325501,Yes,High,cat
,0.064135635,-1.001643698,,0,232,0.325029213,5.51258513,-0.880232782,,3,X,1,Category3,Option3,5.256373612,6.542506512,Yes,Low,
5,0.892807654,-0.044479544,D,,1196.143934,1.266733141,7.184538674,0.955301296,,8,Y,0,Category2,Option4,8.525471698,12.23882628,No,Medium,cat
,0.432075373,0.334376547,,,,1.451592977,4.376519478,-3.072941088,,10,Y,0,Category1,Option3,,7.548042853,Yes,High,
,0.780091346,-0.754565945,,0,537,0.335903821,2.088166722,-0.283347672,,8,Z,2,Category1,Option2,10.88310316,5.68925387,Yes,High,dog
,0.778715399,-1.274963999,,0,59,2.412298638,6.322676858,-3.247220817,,2,Y,2,Category1,Option4,12.01670134,9.981662062,Yes,Low,cat
19,0.851126568,0.107371102,D,,,0.987607851,4.410588502,-0.153352583,,1,X,0,Category1,Option3,9.136268439,5.774104084,Yes,Medium,
,0.444616557,-0.741473474,C,0,906,0.157326165,6.221064946,-0.074375965,1.855276591,1,Z,1,Category1,Option2,13.90361104,14.55872064,Yes,High,
38,0.080875829,0.355763922,A,0,,0.963127747,8.300394088,-0.676305358,,2,X,0,Category1,Option2,,6.368561739,Yes,Low,dog
,0.603748712,1.606893231,A,0,935,0.08885087,3.78325518,-0.829551405,,2,Z,0,Category2,Option3,,6.018793555,Yes,Medium,some other
,0.6928065,0.893675352,C,,798,4.239607642,12.81833152,-0.788025175,,1,X,0,Category1,Option1,,8.124847399,Yes,Medium,
87,0.419001309,-0.777796669,B,0,,1.311005642,1.65587439,2.213696725,0.054001829,3,X,0,Category1,Option2,8.322799643,13.13290275,Yes,Low,
54,0.855461347,-0.547584554,B,1,,0.1292134,2.125281358,0.621813013,,3,Y,0,Category1,Option2,,7.830677096,Yes,,cat
53,0.898085819,1.176798117,D,0,780,3.989185323,2.523006337,0.066082045,8.996298817,6,Y,2,Category1,Option2,10.02009265,7.116034615,Yes,High,some other
75,0.926073425,1.067249118,A,,499,0.246132868,1.774773345,-1.316055128,,2,Z,1,Category2,Option1,14.3150349,8.907516437,Yes,Medium,cat
,0.863129814,0.768303857,,,,0.593517108,14.82142005,1.539552127,,8,X,0,Category1,Option4,,11.61579052,Yes,Medium,cat
,0.853845061,-0.494885507,,,744,0.822372233,10.22365719,1.473454595,,1,X,2,Category1,Option1,7.884028049,14.6768644,Yes,Medium,cat
3,0.730688545,-0.365240011,B,0,520,0.490604318,0.814785389,-3.246886239,,1,Y,0,Category1,Option2,,8.156798141,Yes,High,
,0.397203922,0.01004394,D,0,861,0.144054274,3.510339859,-1.522781721,5.965141068,2,X,0,Category1,Option4,12.30825722,11.38766754,Yes,High,dog
2,0.199551428,1.233223409,,0,593,1.066120932,8.087085649,1.603883706,,4,Z,1,Category1,Option3,6.954514641,8.241009824,No,,
,0.308927153,-0.530419971,,0,,0.163154356,1.502774161,-0.809921759,,8,X,1,Category3,Option2,,10.50633357,Yes,High,dog
2,0.119227962,1.304495597,B,0,,0.658062435,2.048856078,1.667592292,,2,Y,0,Category1,Option1,,6.18576323,No,High,cat
25,0.660714162,0.219212704,,,525,3.332617109,1.307710319,1.401992922,,10,Y,1,Category1,Option4,10.7358644,5.367232117,No,High,cat
,0.067785985,0.680970932,D,0,259,0.715548258,4.545756252,0.364518152,6.815394315,2,Z,2,Category1,Option1,9.454433079,5.223201014,Yes,Low,cat
,0.368398136,-1.259476859,C,,,0.100522684,2.883584784,-4.075838759,4.827525217,18,X,0,Category2,Option1,10.39604986,13.66229845,Yes,High,cat
16,0.738722503,0.128096272,D,,335.3958936,1.805879339,2.02214882,-1.828470929,,1,Z,1,Category2,Option4,12.58662813,13.2983474,Yes,Low,cat
,0.265886802,0.403115925,,0,,0.245408072,13.18246766,0.566325172,,1,Y,1,Category3,Option4,7.752953992,8.99105702,Yes,High,
,0.015113088,-0.771795325,,0,1486.721621,1.564576431,1.558455681,-0.504863318,2.089961126,9,Y,0,Category1,Option2,,12.81445169,Yes,High,dog
92,0.597418798,0.660736988,,,,0.986042962,2.721250231,-4.852120535,,5,X,1,Category1,Option4,9.724366298,8.090141277,Yes,Low,cat
78,0.213486849,-0.624176597,C,0,,2.54631456,1.390966612,1.482061725,,8,Y,0,Category2,Option4,12.17229709,5.949477122,Yes,Medium,
56,0.289777997,1.241408944,,1,339,0.859776245,5.746802323,0.611858508,,6,Y,1,Category1,Option4,9.948055639,6.29023413,Yes,Low,
6,0.093571652,0.110593136,A,,402,0.666328629,2.751678806,1.033132973,,7,X,2,Category3,Option3,,5.674911849,No,Medium,some other
,0.051452927,0.570404284,B,0,544,1.040381239,6.937518674,0.017863853,,7,X,0,Category1,Option4,8.546382803,12.19241064,No,Low,cat
,0.479038502,-1.811262102,,,739,1.858929828,1.488262847,-0.726734079,,6,Y,0,Category1,Option3,9.224620897,14.37140642,Yes,Medium,
92,0.55053821,-1.470428378,,0,500,0.358605097,5.142817708,-2.486463992,2.8625848,1,X,0,Category1,Option3,,7.150150537,Yes,Low,cat
,0.596846323,0.463234607,,,,0.45842973,1.691506269,-2.233862439,5.076769181,2,Z,0,Category1,Option1,,14.53991675,Yes,High,cat
,0.748737519,0.930935902,,,722,0.241508157,3.341026015,0.324650382,,6,X,1,Category3,Option3,9.353904079,6.725481417,Yes,Low,dog
4,0.195850951,1.091638747,D,,,0.8900681,2.525240392,-0.879574714,,3,X,0,Category1,Option2,,9.771593329,No,,
,0.521889809,0.205837651,A,0,211,3.128778757,2.764289983,-1.315862009,,1,Z,0,Category1,Option3,6.909199469,6.001983065,Yes,Low,cat
